p	c	rel	tg_p	tg_c	tg_diff	step
29535	211516	-1	384	0	384	step 2	
29535	211528	-1	384	0	384	step 2	
50607	211528	-1	345	0	345	step 2	
20473	211544	-1	1336	0	1336	step 2	
53667	211544	-1	263	0	263	step 2	
174	211691	-1	6870	0	6870	step 2	
34224	211691	-1	309	0	309	step 2	
198385	211691	-1	138	0	138	step 2	
174	211751	-1	6870	0	6870	step 2	
3356	211751	-1	6747	0	6747	step 2	
33891	211751	-1	2095	0	2095	step 2	
15830	211820	-1	3370	0	3370	step 2	
8220	211820	-1	1905	0	1905	step 2	
15943	211820	-1	283	0	283	step 2	
3302	211820	-1	96	0	96	step 2	
174	212047	-1	6870	0	6870	step 2	
3356	212047	-1	6747	0	6747	step 2	
34309	212047	-1	185	0	185	step 2	
50607	212119	-1	345	0	345	step 2	
31242	212119	-1	99	0	99	step 2	
9002	212136	-1	2932	0	2932	step 2	
29226	212136	-1	307	0	307	step 2	
201706	212136	-1	242	0	242	step 2	
56534	212165	-1	109	0	109	step 2	
43298	212165	-1	101	0	101	step 2	
41722	212165	-1	26	0	26	step 2	
215601	212165	-1	4	0	4	step 2	
41051	212170	-1	207	0	207	step 2	
209533	212170	-1	155	0	155	step 2	
48752	212170	-1	33	0	33	step 2	
4455	212174	-1	2387	0	2387	step 2	
13335	212174	-1	1046	0	1046	step 2	
31216	212174	-1	130	0	130	step 2	
29535	212176	-1	384	0	384	step 2	
21021	212176	-1	23	0	23	step 2	
20473	212217	-1	1336	0	1336	step 2	
29802	212217	-1	187	0	187	step 2	
61317	212217	-1	136	0	136	step 2	
35661	212217	-1	131	0	131	step 2	
60068	212238	-1	741	0	741	step 2	
216213	212238	-1	14	0	14	step 2	
5065	212238	-1	4	0	4	step 2	
209854	212238	-1	2	0	2	step 2	
56655	212332	-1	313	0	313	step 2	
209533	212332	-1	155	0	155	step 2	
212271	212332	-1	13	0	13	step 2	
9009	212335	-1	394	0	394	step 2	
62240	212335	-1	204	0	204	step 2	
8849	212335	-1	133	0	133	step 2	
268581	212335	-1	24	0	24	step 2	
38856	212360	-1	7	0	7	step 2	
9009	212384	-1	394	0	394	step 2	
56630	212384	-1	243	0	243	step 2	
62240	212384	-1	204	0	204	step 2	
8849	212384	-1	133	0	133	step 2	
174	212416	-1	6870	0	6870	step 2	
3356	212416	-1	6747	0	6747	step 2	
57344	212416	-1	335	0	335	step 2	
47872	212416	-1	83	0	83	step 2	
212279	212425	-1	3	0	3	step 2	
49367	212467	-1	209	0	209	step 2	
41720	212467	-1	47	0	47	step 2	
208753	212467	-1	28	0	28	step 2	
34927	212532	-1	2446	0	2446	step 2	
20473	212532	-1	1336	0	1336	step 2	
53667	212532	-1	263	0	263	step 2	
50131	212532	-1	40	0	40	step 2	
174	212536	-1	6870	0	6870	step 2	
202766	212536	-1	102	0	102	step 2	
12338	212536	-1	23	0	23	step 2	
60068	212552	-1	741	0	741	step 2	
62563	212552	-1	19	0	19	step 2	
48011	212552	-1	8	0	8	step 2	
202269	212552	-1	2	0	2	step 2	
39912	212640	-1	123	0	123	step 2	
34785	212640	-1	2	0	2	step 2	
30781	212653	-1	834	0	834	step 2	
25369	212653	-1	723	0	723	step 2	
49434	212653	-1	76	0	76	step 2	
47400	212653	-1	4	0	4	step 2	
9002	212764	-1	2932	0	2932	step 2	
31261	212764	-1	57	0	57	step 2	
57681	212764	-1	30	0	30	step 2	
9002	212883	-1	2932	0	2932	step 2	
8732	212883	-1	377	0	377	step 2	
29226	212883	-1	307	0	307	step 2	
47954	212883	-1	3	0	3	step 2	
34927	212934	-1	2446	0	2446	step 2	
53667	212934	-1	263	0	263	step 2	
61138	212934	-1	31	0	31	step 2	
52210	212934	-1	21	0	21	step 2	
6939	212947	-1	10884	0	10884	step 2	
50673	212947	-1	1091	0	1091	step 2	
29802	212947	-1	187	0	187	step 2	
3320	212989	-1	698	0	698	step 2	
47147	212989	-1	908	0	908	step 2	
29008	212989	-1	3	0	3	step 2	
20473	212995	-1	1336	0	1336	step 2	
53667	212995	-1	263	0	263	step 2	
917	212995	-1	193	0	193	step 2	
9198	213048	-1	96	0	96	step 2	
41798	213048	-1	77	0	77	step 2	
21299	213048	-1	24	0	24	step 2	
43994	213048	-1	19	0	19	step 2	
174	213130	-1	6870	0	6870	step 2	
3257	213130	-1	1869	0	1869	step 2	
20473	213154	-1	1336	0	1336	step 2	
34872	213154	-1	226	0	226	step 2	
397423	213154	-1	42	0	42	step 2	
9002	213159	-1	2932	0	2932	step 2	
16276	213159	-1	353	0	353	step 2	
35297	213159	-1	351	0	351	step 2	
24703	213159	-1	20	0	20	step 2	
174	213184	-1	6870	0	6870	step 2	
8220	213184	-1	1905	0	1905	step 2	
8309	213184	-1	986	0	986	step 2	
34927	213244	-1	2446	0	2446	step 2	
41051	213244	-1	207	0	207	step 2	
9002	213348	-1	2932	0	2932	step 2	
3216	213348	-1	1669	0	1669	step 2	
12389	213348	-1	1297	0	1297	step 2	
20473	214166	-1	1336	0	1336	step 2	
47272	214166	-1	178	0	178	step 2	
21641	214166	-1	17	0	17	step 2	
216425	214166	-1	3	0	3	step 2	
34927	214294	-1	2446	0	2446	step 2	
20473	214294	-1	1336	0	1336	step 2	
209533	214294	-1	155	0	155	step 2	
49505	214294	-1	133	0	133	step 2	
174	214319	-1	6870	0	6870	step 2	
1299	214319	-1	2510	0	2510	step 2	
2914	214319	-1	1580	0	1580	step 2	
3214	214366	-1	1540	0	1540	step 2	
30823	214366	-1	46	0	46	step 2	
197103	214366	-1	36	0	36	step 2	
57944	214366	-1	5	0	5	step 2	
52041	214828	-1	26	0	26	step 2	
216246	214828	-1	12	0	12	step 2	
55933	214860	-1	34	0	34	step 2	
400464	214860	-1	7	0	7	step 2	
138968	214860	-1	4	0	4	step 2	
20473	214871	-1	1336	0	1336	step 2	
8772	214871	-1	145	0	145	step 2	
39249	214871	-1	75	0	75	step 2	
29226	214881	-1	307	0	307	step 2	
12695	214881	-1	197	0	197	step 2	
25227	214881	-1	51	0	51	step 2	
20473	214921	-1	1336	0	1336	step 2	
8772	214921	-1	145	0	145	step 2	
39249	214921	-1	75	0	75	step 2	
20473	214963	-1	1336	0	1336	step 2	
44324	214963	-1	768	0	768	step 2	
53667	214963	-1	263	0	263	step 2	
174	215213	-1	6870	0	6870	step 2	
199081	215213	-1	20	0	20	step 2	
8772	215232	-1	145	0	145	step 2	
39249	215232	-1	75	0	75	step 2	
49418	215232	-1	15	0	15	step 2	
20473	215311	-1	1336	0	1336	step 2	
16276	215311	-1	353	0	353	step 2	
210021	215311	-1	35	0	35	step 2	
197882	215311	-1	7	0	7	step 2	
6939	215478	-1	10884	0	10884	step 2	
47272	215478	-1	178	0	178	step 2	
53667	215592	-1	263	0	263	step 2	
209533	215592	-1	155	0	155	step 2	
151338	215592	-1	25	0	25	step 2	
20473	215692	-1	1336	0	1336	step 2	
41051	215692	-1	207	0	207	step 2	
35661	215692	-1	131	0	131	step 2	
61218	215692	-1	18	0	18	step 2	
60777	215699	-1	5	0	5	step 2	
204619	215699	-1	2	0	2	step 2	
199414	215703	-1	57	0	57	step 2	
50131	215703	-1	40	0	40	step 2	
30456	215703	-1	39	0	39	step 2	
39383	215703	-1	4	0	4	step 2	
209533	215734	-1	155	0	155	step 2	
8772	215734	-1	145	0	145	step 2	
39249	215734	-1	75	0	75	step 2	
6939	215743	-1	10884	0	10884	step 2	
9678	215743	-1	10	0	10	step 2	
9125	216053	-1	120	0	120	step 2	
13004	216053	-1	94	0	94	step 2	
9002	216139	-1	2932	0	2932	step 2	
49612	216139	-1	18	0	18	step 2	
35415	216139	-1	10	0	10	step 2	
41095	216154	-1	496	0	496	step 2	
59692	216154	-1	190	0	190	step 2	
57043	216154	-1	132	0	132	step 2	
57724	216154	-1	108	0	108	step 2	
8641	216235	-1	244	0	244	step 2	
25227	216235	-1	51	0	51	step 2	
20473	216266	-1	1336	0	1336	step 2	
8772	216266	-1	145	0	145	step 2	
39249	216266	-1	75	0	75	step 2	
174	216269	-1	6870	0	6870	step 2	
35625	216269	-1	289	0	289	step 2	
50607	216323	-1	345	0	345	step 2	
62081	216323	-1	288	0	288	step 2	
3303	216381	-1	1048	0	1048	step 2	
13030	216381	-1	851	0	851	step 2	
6730	216381	-1	241	0	241	step 2	
15623	216381	-1	90	0	90	step 2	
53667	216382	-1	263	0	263	step 2	
42831	216382	-1	143	0	143	step 2	
400304	216382	-1	44	0	44	step 2	
149020	216382	-1	2	0	2	step 2	
20804	216446	-1	455	0	455	step 2	
29535	216446	-1	384	0	384	step 2	
8772	216472	-1	145	0	145	step 2	
39249	216472	-1	75	0	75	step 2	
211604	216472	-1	5	0	5	step 2	
7303	262174	-1	234	0	234	step 2	
11664	262174	-1	127	0	127	step 2	
19037	262174	-1	110	0	110	step 2	
8167	262280	-1	135	0	135	step 2	
28158	262280	-1	73	0	73	step 2	
263032	262280	-1	2	0	2	step 2	
262589	262297	-1	415	0	415	step 2	
7738	262297	-1	171	0	171	step 2	
22381	262297	-1	158	0	158	step 2	
28260	262297	-1	116	0	116	step 2	
16735	262357	-1	819	0	819	step 2	
202	262357	-1	101	0	101	step 2	
4230	262390	-1	621	0	621	step 2	
10429	262390	-1	329	0	329	step 2	
263329	262390	-1	36	0	36	step 2	
52965	262460	-1	228	0	228	step 2	
263073	262460	-1	87	0	87	step 2	
10429	262487	-1	329	0	329	step 2	
262427	262487	-1	47	0	47	step 2	
264897	262487	-1	3	0	3	step 2	
16735	262513	-1	819	0	819	step 2	
4230	262513	-1	621	0	621	step 2	
202	262513	-1	101	0	101	step 2	
16397	262513	-1	55	0	55	step 2	
53062	262524	-1	415	0	415	step 2	
10429	262524	-1	329	0	329	step 2	
8167	262524	-1	135	0	135	step 2	
14868	262524	-1	84	0	84	step 2	
28283	262593	-1	400	0	400	step 2	
61763	262593	-1	11	0	11	step 2	
16735	262639	-1	819	0	819	step 2	
10429	262639	-1	329	0	329	step 2	
262988	262639	-1	36	0	36	step 2	
16735	262694	-1	819	0	819	step 2	
10429	262694	-1	329	0	329	step 2	
263675	262694	-1	3	0	3	step 2	
267613	262715	-1	297	0	297	step 2	
53230	262715	-1	6	0	6	step 2	
16735	262747	-1	819	0	819	step 2	
3549	262747	-1	576	0	576	step 2	
52863	262747	-1	115	0	115	step 2	
23002	262747	-1	4	0	4	step 2	
262740	262751	-1	71	0	71	step 2	
61620	262751	-1	41	0	41	step 2	
265135	262751	-1	37	0	37	step 2	
267475	262751	-1	21	0	21	step 2	
3356	262762	-1	6747	0	6747	step 2	
4230	262762	-1	621	0	621	step 2	
10429	262762	-1	329	0	329	step 2	
3356	262763	-1	6747	0	6747	step 2	
4230	262763	-1	621	0	621	step 2	
52925	262763	-1	150	0	150	step 2	
13878	262763	-1	12	0	12	step 2	
3356	262834	-1	6747	0	6747	step 2	
16735	262878	-1	819	0	819	step 2	
28329	262878	-1	204	0	204	step 2	
3356	262885	-1	6747	0	6747	step 2	
4230	262885	-1	621	0	621	step 2	
10429	262885	-1	329	0	329	step 2	
3356	262913	-1	6747	0	6747	step 2	
32098	262913	-1	202	0	202	step 2	
17072	262913	-1	83	0	83	step 2	
29727	262913	-1	3	0	3	step 2	
3356	262994	-1	6747	0	6747	step 2	
4230	262994	-1	621	0	621	step 2	
8167	262994	-1	135	0	135	step 2	
17222	262994	-1	97	0	97	step 2	
267613	263049	-1	297	0	297	step 2	
52863	263049	-1	115	0	115	step 2	
267420	263049	-1	76	0	76	step 2	
28191	263049	-1	52	0	52	step 2	
61832	263069	-1	381	0	381	step 2	
267613	263069	-1	297	0	297	step 2	
61917	263069	-1	9	0	9	step 2	
7303	263217	-1	234	0	234	step 2	
11664	263217	-1	127	0	127	step 2	
19037	263217	-1	110	0	110	step 2	
16814	263217	-1	52	0	52	step 2	
10429	263257	-1	329	0	329	step 2	
262355	263257	-1	98	0	98	step 2	
16735	263477	-1	819	0	819	step 2	
10429	263477	-1	329	0	329	step 2	
28666	263477	-1	43	0	43	step 2	
10429	263620	-1	329	0	329	step 2	
266525	263620	-1	60	0	60	step 2	
263500	263620	-1	28	0	28	step 2	
264042	263620	-1	6	0	6	step 2	
61832	263642	-1	381	0	381	step 2	
28126	263642	-1	120	0	120	step 2	
263327	263642	-1	69	0	69	step 2	
16735	263660	-1	819	0	819	step 2	
28343	263660	-1	126	0	126	step 2	
52950	263660	-1	6	0	6	step 2	
7049	263720	-1	365	0	365	step 2	
15830	263758	-1	3370	0	3370	step 2	
19551	263758	-1	453	0	453	step 2	
14259	263758	-1	77	0	77	step 2	
266849	263758	-1	6	0	6	step 2	
394684	263795	-1	68	0	68	step 2	
27796	263795	-1	10	0	10	step 2	
265867	263795	-1	10	0	10	step 2	
264788	263795	-1	4	0	4	step 2	
7049	263809	-1	365	0	365	step 2	
7303	263809	-1	234	0	234	step 2	
22927	263809	-1	170	0	170	step 2	
52363	263833	-1	14	0	14	step 2	
265038	263970	-1	73	0	73	step 2	
61832	264072	-1	381	0	381	step 2	
28598	264072	-1	193	0	193	step 2	
61680	264072	-1	23	0	23	step 2	
23764	264076	-1	649	0	649	step 2	
52468	264076	-1	520	0	520	step 2	
268624	264076	-1	56	0	56	step 2	
262643	264076	-1	27	0	27	step 2	
6057	264092	-1	191	0	191	step 2	
60503	264092	-1	54	0	54	step 2	
262459	264092	-1	33	0	33	step 2	
4230	264249	-1	621	0	621	step 2	
3549	264249	-1	576	0	576	step 2	
11432	264249	-1	240	0	240	step 2	
17222	264249	-1	97	0	97	step 2	
271253	264322	-1	273	0	273	step 2	
264556	264322	-1	42	0	42	step 2	
263073	264348	-1	87	0	87	step 2	
262476	264368	-1	84	0	84	step 2	
262517	264368	-1	20	0	20	step 2	
40850	264377	-1	183	0	183	step 2	
265436	264377	-1	45	0	45	step 2	
267184	264377	-1	3	0	3	step 2	
14840	264571	-1	637	0	637	step 2	
28283	264571	-1	400	0	400	step 2	
7303	264727	-1	234	0	234	step 2	
11664	264727	-1	127	0	127	step 2	
19037	264727	-1	110	0	110	step 2	
11664	264733	-1	127	0	127	step 2	
19037	264733	-1	110	0	110	step 2	
23201	264733	-1	26	0	26	step 2	
27768	264733	-1	7	0	7	step 2	
22927	264738	-1	170	0	170	step 2	
11664	264738	-1	127	0	127	step 2	
19037	264738	-1	110	0	110	step 2	
263801	264740	-1	19	0	19	step 2	
52468	264746	-1	520	0	520	step 2	
19114	264746	-1	36	0	36	step 2	
267699	264746	-1	15	0	15	step 2	
262589	264767	-1	415	0	415	step 2	
7303	264767	-1	234	0	234	step 2	
52444	264767	-1	62	0	62	step 2	
52468	264770	-1	520	0	520	step 2	
61512	264770	-1	56	0	56	step 2	
60503	264770	-1	54	0	54	step 2	
269783	264770	-1	41	0	41	step 2	
3549	264836	-1	576	0	576	step 2	
52468	264836	-1	520	0	520	step 2	
27947	264836	-1	51	0	51	step 2	
263238	264836	-1	41	0	41	step 2	
27988	264857	-1	24	0	24	step 2	
52373	264857	-1	19	0	19	step 2	
53427	264910	-1	181	0	181	step 2	
52573	264910	-1	99	0	99	step 2	
262476	264910	-1	84	0	84	step 2	
263269	264910	-1	45	0	45	step 2	
3356	264979	-1	6747	0	6747	step 2	
4230	264979	-1	621	0	621	step 2	
8167	264979	-1	135	0	135	step 2	
28186	265028	-1	127	0	127	step 2	
52872	265028	-1	73	0	73	step 2	
266020	265028	-1	36	0	36	step 2	
265043	265028	-1	32	0	32	step 2	
3356	265059	-1	6747	0	6747	step 2	
61923	265059	-1	37	0	37	step 2	
28169	265059	-1	30	0	30	step 2	
263656	265059	-1	27	0	27	step 2	
262589	265100	-1	415	0	415	step 2	
22381	265100	-1	158	0	158	step 2	
28260	265100	-1	116	0	116	step 2	
52863	265100	-1	115	0	115	step 2	
4230	265193	-1	621	0	621	step 2	
10429	265193	-1	329	0	329	step 2	
262903	265193	-1	49	0	49	step 2	
61616	265246	-1	37	0	37	step 2	
262794	265246	-1	3	0	3	step 2	
3356	265304	-1	6747	0	6747	step 2	
7738	265304	-1	171	0	171	step 2	
262317	265304	-1	35	0	35	step 2	
262706	265304	-1	29	0	29	step 2	
267420	265314	-1	76	0	76	step 2	
262517	265314	-1	20	0	20	step 2	
265265	265314	-1	2	0	2	step 2	
263090	265314	-1	2	0	2	step 2	
264014	265359	-1	23	0	23	step 2	
271458	265359	-1	20	0	20	step 2	
272529	265359	-1	18	0	18	step 2	
266126	265359	-1	4	0	4	step 2	
262847	265388	-1	89	0	89	step 2	
174	265518	-1	6870	0	6870	step 2	
701	265518	-1	1238	0	1238	step 2	
270126	265518	-1	12	0	12	step 2	
32098	265525	-1	202	0	202	step 2	
18734	265525	-1	98	0	98	step 2	
13999	265525	-1	37	0	37	step 2	
272369	265525	-1	4	0	4	step 2	
11172	265566	-1	103	0	103	step 2	
18734	265566	-1	98	0	98	step 2	
17072	265566	-1	83	0	83	step 2	
265561	265566	-1	10	0	10	step 2	
32098	265592	-1	202	0	202	step 2	
23520	265592	-1	182	0	182	step 2	
13999	265592	-1	37	0	37	step 2	
7438	265592	-1	20	0	20	step 2	
174	265594	-1	6870	0	6870	step 2	
3491	265594	-1	744	0	744	step 2	
6762	265594	-1	688	0	688	step 2	
18734	265594	-1	98	0	98	step 2	
174	265609	-1	6870	0	6870	step 2	
32098	265609	-1	202	0	202	step 2	
28438	265609	-1	13	0	13	step 2	
174	265612	-1	6870	0	6870	step 2	
11172	265612	-1	103	0	103	step 2	
13999	265612	-1	37	0	37	step 2	
174	265615	-1	6870	0	6870	step 2	
11172	265615	-1	103	0	103	step 2	
28438	265615	-1	13	0	13	step 2	
3356	265619	-1	6747	0	6747	step 2	
1299	265619	-1	2510	0	2510	step 2	
18734	265619	-1	98	0	98	step 2	
265620	265619	-1	8	0	8	step 2	
7195	265629	-1	2558	0	2558	step 2	
52468	265629	-1	520	0	520	step 2	
267699	265629	-1	15	0	15	step 2	
7049	265656	-1	365	0	365	step 2	
18747	265656	-1	37	0	37	step 2	
266830	265656	-1	36	0	36	step 2	
7303	265694	-1	234	0	234	step 2	
263194	265694	-1	14	0	14	step 2	
3356	265696	-1	6747	0	6747	step 2	
3549	265696	-1	576	0	576	step 2	
27951	265696	-1	50	0	50	step 2	
10299	265696	-1	9	0	9	step 2	
7195	265743	-1	2558	0	2558	step 2	
61503	265743	-1	20	0	20	step 2	
263237	265830	-1	69	0	69	step 2	
28126	265935	-1	120	0	120	step 2	
263276	265935	-1	74	0	74	step 2	
28252	265935	-1	28	0	28	step 2	
265457	265935	-1	6	0	6	step 2	
28343	265985	-1	126	0	126	step 2	
265198	265985	-1	11	0	11	step 2	
52468	266015	-1	520	0	520	step 2	
266181	266015	-1	59	0	59	step 2	
265022	266015	-1	38	0	38	step 2	
268155	266015	-1	2	0	2	step 2	
52925	266041	-1	150	0	150	step 2	
17222	266041	-1	97	0	97	step 2	
16397	266041	-1	55	0	55	step 2	
52866	266041	-1	37	0	37	step 2	
262589	266043	-1	415	0	415	step 2	
10429	266043	-1	329	0	329	step 2	
22381	266043	-1	158	0	158	step 2	
28260	266043	-1	116	0	116	step 2	
28186	266065	-1	127	0	127	step 2	
52554	266065	-1	99	0	99	step 2	
268283	266065	-1	10	0	10	step 2	
28195	266065	-1	4	0	4	step 2	
263432	266071	-1	87	0	87	step 2	
270735	266071	-1	70	0	70	step 2	
61568	266190	-1	552	0	552	step 2	
52925	266190	-1	150	0	150	step 2	
270340	266190	-1	52	0	52	step 2	
53013	266270	-1	360	0	360	step 2	
52747	266270	-1	35	0	35	step 2	
52780	266270	-1	34	0	34	step 2	
271646	266270	-1	30	0	30	step 2	
4230	266286	-1	621	0	621	step 2	
10429	266286	-1	329	0	329	step 2	
262570	266286	-1	3	0	3	step 2	
61832	266339	-1	381	0	381	step 2	
262503	266339	-1	107	0	107	step 2	
263024	266339	-1	29	0	29	step 2	
61680	266339	-1	23	0	23	step 2	
4230	266355	-1	621	0	621	step 2	
267420	266355	-1	76	0	76	step 2	
263124	266355	-1	27	0	27	step 2	
269258	266355	-1	5	0	5	step 2	
3356	266446	-1	6747	0	6747	step 2	
14840	266446	-1	637	0	637	step 2	
53062	266446	-1	415	0	415	step 2	
267469	266446	-1	71	0	71	step 2	
28173	266508	-1	79	0	79	step 2	
262288	266508	-1	27	0	27	step 2	
271502	266508	-1	17	0	17	step 2	
264513	266508	-1	7	0	7	step 2	
53013	266523	-1	360	0	360	step 2	
263903	266523	-1	146	0	146	step 2	
268235	266523	-1	52	0	52	step 2	
273602	266523	-1	22	0	22	step 2	
263276	266621	-1	74	0	74	step 2	
61592	266621	-1	53	0	53	step 2	
266269	266621	-1	15	0	15	step 2	
269411	266621	-1	4	0	4	step 2	
265436	266640	-1	45	0	45	step 2	
271023	266640	-1	38	0	38	step 2	
267378	266640	-1	32	0	32	step 2	
272159	266640	-1	2	0	2	step 2	
3356	266698	-1	6747	0	6747	step 2	
12956	266715	-1	261	0	261	step 2	
3549	266715	-1	576	0	576	step 2	
3356	266716	-1	6747	0	6747	step 2	
269826	266716	-1	3	0	3	step 2	
7049	266768	-1	365	0	365	step 2	
263702	266768	-1	61	0	61	step 2	
20207	266768	-1	36	0	36	step 2	
52465	266768	-1	7	0	7	step 2	
11014	266884	-1	120	0	120	step 2	
14259	266901	-1	77	0	77	step 2	
7004	266901	-1	50	0	50	step 2	
274614	267043	-1	44	0	44	step 2	
269266	267043	-1	19	0	19	step 2	
270777	267043	-1	12	0	12	step 2	
263384	267043	-1	8	0	8	step 2	
22381	267072	-1	158	0	158	step 2	
266181	267072	-1	59	0	59	step 2	
263145	267072	-1	19	0	19	step 2	
11432	267081	-1	240	0	240	step 2	
266201	267081	-1	66	0	66	step 2	
61568	267210	-1	552	0	552	step 2	
28186	267210	-1	127	0	127	step 2	
52871	267210	-1	66	0	66	step 2	
268402	267210	-1	2	0	2	step 2	
271253	267232	-1	273	0	273	step 2	
53062	267308	-1	415	0	415	step 2	
28158	267308	-1	73	0	73	step 2	
53115	267308	-1	71	0	71	step 2	
263495	267308	-1	28	0	28	step 2	
13335	267309	-1	1046	0	1046	step 2	
7738	267309	-1	171	0	171	step 2	
16397	267309	-1	55	0	55	step 2	
4230	267445	-1	621	0	621	step 2	
262355	267445	-1	98	0	98	step 2	
263329	267445	-1	36	0	36	step 2	
265269	267455	-1	122	0	122	step 2	
263124	267455	-1	27	0	27	step 2	
272739	267455	-1	22	0	22	step 2	
268737	267455	-1	8	0	8	step 2	
53013	267490	-1	360	0	360	step 2	
263966	267490	-1	90	0	90	step 2	
262480	267490	-1	30	0	30	step 2	
267464	267535	-1	36	0	36	step 2	
272701	267535	-1	17	0	17	step 2	
266623	267535	-1	16	0	16	step 2	
266302	267535	-1	14	0	14	step 2	
14840	267611	-1	637	0	637	step 2	
61832	267611	-1	381	0	381	step 2	
262468	267611	-1	52	0	52	step 2	
61568	267628	-1	552	0	552	step 2	
28624	267628	-1	37	0	37	step 2	
268982	267628	-1	10	0	10	step 2	
266465	267628	-1	6	0	6	step 2	
53181	267646	-1	152	0	152	step 2	
52363	267711	-1	14	0	14	step 2	
264732	267711	-1	3	0	3	step 2	
3549	267748	-1	576	0	576	step 2	
52468	267748	-1	520	0	520	step 2	
27988	267766	-1	24	0	24	step 2	
52468	267857	-1	520	0	520	step 2	
262186	267857	-1	39	0	39	step 2	
19429	267857	-1	39	0	39	step 2	
3816	267857	-1	35	0	35	step 2	
11664	267910	-1	127	0	127	step 2	
3356	267919	-1	6747	0	6747	step 2	
52468	267919	-1	520	0	520	step 2	
10753	267919	-1	56	0	56	step 2	
262186	267919	-1	39	0	39	step 2	
14840	267950	-1	637	0	637	step 2	
53087	267950	-1	152	0	152	step 2	
263025	267950	-1	21	0	21	step 2	
263522	267950	-1	4	0	4	step 2	
266247	267951	-1	40	0	40	step 2	
269146	267951	-1	5	0	5	step 2	
265061	267979	-1	59	0	59	step 2	
263573	267979	-1	20	0	20	step 2	
271701	267979	-1	9	0	9	step 2	
266441	267979	-1	2	0	2	step 2	
28329	267982	-1	204	0	204	step 2	
263269	267982	-1	45	0	45	step 2	
266539	267982	-1	33	0	33	step 2	
269595	268074	-1	57	0	57	step 2	
262468	268074	-1	52	0	52	step 2	
267636	268074	-1	4	0	4	step 2	
267035	268074	-1	3	0	3	step 2	
23106	268077	-1	286	0	286	step 2	
262725	268077	-1	173	0	173	step 2	
264127	268077	-1	46	0	46	step 2	
269269	268077	-1	3	0	3	step 2	
272193	268117	-1	8	0	8	step 2	
262594	268117	-1	7	0	7	step 2	
61855	268117	-1	4	0	4	step 2	
53245	268117	-1	2	0	2	step 2	
53181	268127	-1	152	0	152	step 2	
28260	268127	-1	116	0	116	step 2	
61785	268127	-1	20	0	20	step 2	
266168	268127	-1	7	0	7	step 2	
264996	268150	-1	60	0	60	step 2	
265442	268150	-1	53	0	53	step 2	
53019	268150	-1	46	0	46	step 2	
262300	268150	-1	36	0	36	step 2	
4230	268302	-1	621	0	621	step 2	
10429	268302	-1	329	0	329	step 2	
16397	268302	-1	55	0	55	step 2	
52573	268305	-1	99	0	99	step 2	
53013	268328	-1	360	0	360	step 2	
28126	268328	-1	120	0	120	step 2	
266460	268328	-1	42	0	42	step 2	
264949	268328	-1	33	0	33	step 2	
16735	268399	-1	819	0	819	step 2	
268200	268399	-1	24	0	24	step 2	
265239	268399	-1	6	0	6	step 2	
265230	268399	-1	6	0	6	step 2	
61832	268406	-1	381	0	381	step 2	
262532	268406	-1	59	0	59	step 2	
52981	268406	-1	30	0	30	step 2	
263961	268406	-1	23	0	23	step 2	
265377	268423	-1	56	0	56	step 2	
266516	268423	-1	11	0	11	step 2	
266038	268423	-1	10	0	10	step 2	
265457	268423	-1	6	0	6	step 2	
61832	268487	-1	381	0	381	step 2	
263935	268487	-1	17	0	17	step 2	
263546	268487	-1	8	0	8	step 2	
28260	268508	-1	116	0	116	step 2	
262474	268508	-1	50	0	50	step 2	
264297	268508	-1	6	0	6	step 2	
14840	268513	-1	637	0	637	step 2	
270735	268513	-1	70	0	70	step 2	
267389	268513	-1	5	0	5	step 2	
269335	268513	-1	2	0	2	step 2	
267669	268526	-1	14	0	14	step 2	
271600	268526	-1	13	0	13	step 2	
266394	268526	-1	8	0	8	step 2	
271770	268526	-1	3	0	3	step 2	
263276	268585	-1	74	0	74	step 2	
265377	268585	-1	56	0	56	step 2	
61592	268585	-1	53	0	53	step 2	
266374	268585	-1	6	0	6	step 2	
4230	268597	-1	621	0	621	step 2	
271253	268597	-1	273	0	273	step 2	
4230	268602	-1	621	0	621	step 2	
53062	268602	-1	415	0	415	step 2	
266141	268602	-1	4	0	4	step 2	
271026	268602	-1	2	0	2	step 2	
52468	268640	-1	520	0	520	step 2	
267462	268640	-1	16	0	16	step 2	
263840	268640	-1	4	0	4	step 2	
271732	268640	-1	2	0	2	step 2	
52872	268651	-1	73	0	73	step 2	
52871	268651	-1	66	0	66	step 2	
52720	268651	-1	52	0	52	step 2	
265019	268651	-1	29	0	29	step 2	
